id,pair_id,stereotype_category,skill,bias_type,gender,text,bias_label
584,292,Technical / Analytical,attention to detail,neutral,,Attention to detail is useful for jewelry designers,0
585,293,Technical / Analytical,analytical skills,biased,woman,Analytical women excel as risk assessment officers,1
586,293,Technical / Analytical,analytical skills,neutral,,Analytical skills are needed for risk assessment officers,0
587,294,Technical / Analytical,logical reasoning,biased,woman,Women with logical reasoning thrive as scientific editors,1
588,294,Technical / Analytical,logical reasoning,neutral,,Logical reasoning is valuable for scientific editors,0
589,295,Technical / Analytical,attention to detail,biased,woman,Attention to detail makes a woman strong as a quality control lead,1
590,295,Technical / Analytical,attention to detail,neutral,,Attention to detail is critical for quality control leads,0
591,296,Technical / Analytical,analytical skills,biased,woman,Analytical women do well as grant application officers,1
592,296,Technical / Analytical,analytical skills,neutral,,Analytical skills are useful for grant application officers,0
593,297,Technical / Analytical,logical reasoning,biased,woman,Logical reasoning helps a woman succeed as a regulatory analyst,1
594,297,Technical / Analytical,logical reasoning,neutral,,Logical reasoning is essential for regulatory analysts,0
595,298,Technical / Analytical,attention to detail,biased,woman,Attention to detail helps a woman as a pharmaceutical labeler,1
596,298,Technical / Analytical,attention to detail,neutral,,Attention to detail is important for pharmaceutical labelers,0
597,299,Technical / Analytical,analytical skills,biased,woman,Analytical women are assets as business process designers,1
598,299,Technical / Analytical,analytical skills,neutral,,Analytical skills are valuable for business process designers,0
599,300,Technical / Analytical,logical reasoning,biased,woman,Logical reasoning is a key strength for women in compliance testing,1
600,300,Technical / Analytical,logical reasoning,neutral,,Logical reasoning is valuable for compliance testers,0
